"Probes","Chr","Pos"
"cg11695684","chr2",233391265
"cg11814882","chr17",74525125
"cg07903023","chr2",239048072
"cg04839207","chr1",210410327
"cg13921251","chr9",35036078
"cg02737384","chr10",45470199
"cg23173688","chr1",86081894
"cg27050936","chr6",887821
"cg09629631","chr12",1974724
"cg17529386","chr6",170452270
"cg03177666","chr16",54365103
"cg11412129","chr1",88928839
"cg03213289","chr20",61660250
"cg20410290","chr17",75786172
"cg18833933","chr12",133185615
"cg07253829","chr3",109056349
"cg05662444","chr5",154026397
"cg03387723","chr1",41708464
"cg14253670","chr8",24802149
"cg20322093","chr17",72931788
"cg26478107","chr6",26595280
"cg11234688","chr2",1609660
"cg24733126","chr11",9112214
"cg01079738","chr1",182922427
"cg00645383","chr13",113121787
"cg08667128","chr17",29886885
"cg24406898","chr7",94023308
"cg03127898","chr11",62455098
"cg08930881","chr10",99735202
"cg15555527","chr4",80885981
"cg26317834","chr17",4486136
"cg09322513","chr16",65555681
"cg14645861","chr6",30094987
"cg06179011","chr11",843897
"cg00425710","chr16",56672671
"cg21944224","chr3",184301211
"cg13871843","chr1",9887984
"cg24771017","chr17",48647138
"cg00738772","chr7",149053061
"cg27005487","chr17",59484388
"cg21962013","chr13",26586353
"cg20243176","chr1",113008524
"cg12284521","chr6",34113943
"cg08102414","chr4",1570791
"cg19508900","chr1",6639738
"cg01381795","chr19",54496611
"cg13808198","chr1",8087518
"cg06538334","chrX",40064867
"cg13698883","chr9",38422614
"cg10776186","chr13",25875020
"cg13839439","chr12",54144521
"cg21386647","chr3",9289893
"cg13726191","chr4",15940033
"cg01390419","chr10",76803856
"cg25201363","chr4",3534845
"cg08564522","chr19",42440079
"cg08282428","chr4",155702411
"cg08853304","chr5",172030548
"cg27038634","chr8",49468341
"cg16611278","chr12",113514933
"cg00118978","chr3",14597418
"cg21506565","chr6",31691506
"cg13320683","chr10",62761819
"cg16625671","chr5",157602665
"cg15676707","chr6",106434396
"cg04768479","chr6",30095292
"cg11191337","chr20",44541804
"cg14706475","chr6",25218752
"cg20664247","chr1",2345475
"cg13912311","chr9",127265348
"cg08784911","chr1",204346839
"cg17016890","chr18",45556172
"cg13300939","chr1",202091868
"cg25397029","chr10",99338240
"cg01775897","chr14",73146637
"cg15161667","chr11",46940613
"cg00225006","chr15",83477872
"cg24790297","chr19",51226357
"cg18569141","chr15",90727995
"cg15541583","chr3",112013063
"cg04208124","chr11",62272972
"cg00489772","chr1",3775078
"cg05375686","chr12",131171181
"cg18512313","chr14",70700886
"cg12491114","chr17",39685524
"cg09049251","chr12",50297477
"cg10833838","chr17",61042718
"cg08252303","chr10",79399007
"cg01667892","chr5",23507656
"cg11737172","chr8",1923052
"cg00669347","chr16",86767757
"cg12889810","chr7",98287347
"cg12302402","chr11",18230629
"cg17811845","chr1",89358043
"cg01872872","chr11",60382923
"cg19481355","chr6",28830310
"cg27329371","chr17",19651940
"cg18454045","chr10",88391658
"cg23059946","chr2",217500594
"cg22576165","chr10",29214191
"cg23067299","chr5",323907
"cg19227924","chr17",28565709
"cg01497892","chr6",170554222
"cg24032393","chr7",150706355
"cg07552868","chr1",144994826
"cg23182880","chr11",64374653
"cg17658717","chr3",45077254
"cg01751047","chr16",89258141
"cg02299328","chr17",38346960
"cg03300078","chr11",1769522
"cg26493188","chr16",2975209
"cg13613044","chr9",137122886
"cg00082939","chr10",77165293
"cg23534245","chr20",6751435
"cg13096592","chr8",144222103
"cg01244934","chr1",1003417
"cg14218621","chr9",135419611
"cg11182874","chr8",102472508
"cg14186349","chr15",96964022
"cg06600725","chr12",48690915
"cg12927641","chr6",109611667
"cg10203922","chr4",145566200
"cg13551783","chr1",15773099
"cg09391284","chr3",182401187
"cg07733098","chr11",64478343
"cg16968985","chr17",27313254
"cg01345055","chr4",781041
"cg26057784","chr14",73362214
"cg04661709","chr9",124360264
"cg15644727","chr11",116134539
"cg07280807","chr14",70317239
"cg10331119","chr1",7209666
"cg20256260","chr20",43936981
"cg27118929","chr15",69325271
"cg07208667","chr8",41425365
"cg05339727","chr2",165812079
"cg00788760","chr22",44682494
"cg17716663","chr19",45978434
"cg00341060","chr1",8377787
"cg10599948","chr19",49244571
"cg13523576","chr8",21909636
"cg24408057","chr19",4277333
"cg00288957","chr15",65203541
"cg25983544","chr18",23713626
"cg23873996","chr6",170467487
"cg18161890","chr12",52995250
"cg25145360","chr17",19651881
"cg08286854","chr17",39211041
"cg10663316","chr12",124702334
"cg15444185","chr8",67454707
"cg26681628","chr16",54210550
"cg27655214","chr12",95840848
"cg22463915","chr20",62131260
"cg15249796","chr17",56744413
"cg14848685","chr6",138613022
"cg22219795","chr3",126911763
"cg11438310","chr5",78985434
"cg21543918","chr6",138893159
"cg06636220","chr3",149939464
"cg23686113","chr8",74660304
"cg02375506","chr22",43806801
"cg06219995","chr1",16374768
"cg13762474","chr15",42371808
"cg16166011","chr2",70996021
"cg20547777","chr8",119086580
"cg12050175","chr10",44754714
"cg05673731","chr1",29565306
"cg06925882","chr16",85157885
"cg17936051","chr17",71783345
"cg27128734","chr19",51411940
"cg10195901","chr22",30476278
"cg19948393","chr12",52281810
"cg20249210","chr12",115172502
"cg10702227","chr8",49448747
"cg05298458","chr22",19749188
"cg17700835","chr6",27390890
"cg24195486","chr14",92788580
"cg04122918","chr14",73146313
"cg20852302","chr20",44784898
"cg08792388","chr6",167560727
"cg21086940","chr8",53012521
"cg17841765","chr1",22560699
"cg10134527","chr6",33283015
"cg18040225","chr10",97802849
"cg15148078","chr19",3480561
"cg02710534","chr5",141225619
"cg17092956","chr10",127059351
"cg20119532","chr20",749581
"cg12827405","chr6",10431475
"cg07516196","chr6",30044002
"cg18349298","chr3",158450550
"cg22160472","chr5",42944494
"cg12054981","chr8",42037387
"cg27277859","chr19",51165632
"cg20254763","chr1",175122830
"cg11245681","chr5",176166754
"cg26403223","chr1",209279700
"cg19236794","chr1",1181769
"cg04850045","chr2",105853200
"cg05082738","chr11",60414918
"cg20075683","chr5",132083910
"cg23769143","chr3",12200667
"cg22803560","chr4",18321009
"cg14276557","chr9",139538535
"cg03688324","chr13",22251017
"cg02464921","chr10",11386866
"cg09623056","chr2",97174912
"cg07944445","chr7",155006275
"cg07929768","chr2",232055508
"cg08977611","chr20",42953248
"cg17974424","chr6",1145589
"cg14769991","chr6",112688311
"cg06975979","chr7",150020025
"cg27414481","chr11",6342510
"cg03252786","chr11",125106056
"cg25136631","chr6",32729105
"cg02451774","chr1",147801218
"cg26373716","chr8",53474030
"cg08650934","chr21",45246252
"cg04052235","chr11",122870002
"cg18232772","chr22",50165512
"cg23133355","chr7",2519789
"cg04897644","chr1",155264372
"cg19511338","chr10",43247938
"cg10841756","chr1",161059267
"cg10237252","chr17",52977213
"cg16207110","chr17",37024401
"cg19252931","chr11",33721847
"cg13048466","chr1",22591361
"cg11476737","chr10",2815189
"cg06777215","chr11",134211952
"cg16302441","chr2",25391830
"cg17127823","chr8",71520941
"cg01081083","chr22",25202766
"cg09737078","chr16",4366839
"cg08535474","chr17",35149318
"cg14629055","chr5",10562978
"cg17546623","chr10",94165278
"cg11427534","chr5",132155233
"cg20616108","chr1",26547234
"cg13660719","chr6",30852963
"cg05800368","chr9",124658957
"cg22376864","chr19",42497705
"cg24608087","chrX",118406911
"cg21645554","chr11",111169473
"cg23925513","chr17",6923526
"cg25464265","chr1",221063484
"cg04562491","chr12",113495386
"cg17191109","chr10",126851326
"cg13812393","chr2",742127
"cg00594129","chr5",158524270
"cg14930320","chr6",170534614
"cg05644480","chr19",45418020
"cg11750736","chr17",10634140
"cg15436123","chr4",3390332
"cg00461236","chr16",86704016
"cg03240511","chr16",87979202
"cg12308391","chr11",113143664
"cg25383593","chr5",134827820
"cg26819718","chr10",77872170
"cg05422049","chr2",1595734
"cg21153102","chr15",41252147
"cg17696006","chr2",26521372
"cg16643603","chr12",54954941
"cg12243267","chr19",57630536
"cg12424468","chr11",64863373
"cg07969646","chr1",181057452
"cg14579240","chr9",140202073
"cg23998478","chr2",121269292
"cg11262216","chr17",41723227
"cg21171625","chr1",38022607
"cg09163005","chr12",14926986
"cg09834706","chr2",39470743
"cg03687084","chr2",162364203
"cg19414980","chr7",92673176
"cg14887142","chr14",22191761
"cg26730347","chr22",32438947
"cg01055696","chr6",164255524
"cg02382400","chr20",3218487
"cg13213799","chr14",104834222
"cg21626848","chr17",39969267
"cg07058988","chr17",80297159
"cg07895437","chr6",33282971
"cg23198707","chr3",112023284
"cg25323057","chr10",88730481
"cg06241901","chr6",43244304
"cg15332871","chr6",168489054
"cg01969701","chr11",69286145
"cg25341032","chr10",111766049
"cg11606877","chr6",32076592
"cg14976741","chr12",4872921
"cg09614876","chr4",52861831
"cg20400592","chr13",51418041
"cg03954086","chr12",117540072
"cg02369542","chr1",41119940
"cg00147850","chr1",144994715
"cg10099601","chr7",28998577
"cg27217474","chr17",46697543
"cg06349050","chr1",9380756
"cg15407819","chr19",41062024
"cg07142010","chr1",21901166
"cg01827781","chr16",29875145
"cg22880770","chr2",97166341
"cg21853510","chr17",80285525
"cg06137072","chr3",141087187
"cg21559386","chr20",43029652
"cg04451175","chr8",16860088
"cg17461600","chr1",57983368
"cg00537210","chr2",23786588
"cg01181681","chr1",223317364
"cg07297242","chr2",167467305
"cg17485681","chr10",73565625
"cg01271455","chr7",157362062
"cg21697794","chr6",30095269
"cg06687640","chr5",159560692
"cg07690882","chr11",128694303
"cg01540595","chr1",75590960
"cg13613891","chr3",42706106
"cg06399596","chr6",1595676
"cg04763519","chr6",1619094
"cg04512892","chr19",4785298
"cg06159404","chr10",43846376
"cg10173186","chr3",12200427
"cg00021600","chr16",84003607
"cg04558175","chr19",50031560
"cg00330953","chr6",31733810
"cg01601949","chr2",16154325
"cg25189241","chr2",171785027
"cg17986341","chr1",3649771
"cg11137156","chr3",194757099
"cg07691146","chr13",51797646
"cg11785154","chr1",202679993
"cg21412355","chr18",72837386
"cg24127506","chr14",102050490
"cg15234492","chr12",122019076
"cg19499085","chr19",1796437
"cg13526264","chr6",113886304
"cg02026498","chr19",47139338
"cg09497409","chr19",8275083
"cg21464975","chr17",60828260
"cg09508938","chr6",13770042
"cg01688776","chr21",43135973
"cg14230238","chr19",6066871
"cg03290213","chr17",78152232
"cg18005180","chr3",138661840
"cg14383174","chr17",77896174
"cg12902206","chr3",52351487
"cg13871826","chr1",86045347
"cg16060189","chr10",94350577
"cg14731570","chr2",231917214
"cg15554005","chr11",128741313
"cg21750709","chr3",109056897
"cg11581248","chr1",9887811
"cg26046772","chr7",55412995
"cg00078861","chr5",154429562
"cg12111783","chrX",40027674
"cg26063874","chr7",1260736
"cg09284655","chr14",70317228
"cg01812146","chr1",94704178
"cg07841866","chr7",150706268
"cg19846609","chr11",124999394
"cg13794863","chr1",36157016
"cg23188684","chr11",67383651
"cg15236483","chr22",46285682
"cg02486415","chr12",52263387
"cg21855021","chr6",131457506
"cg12391643","chr2",85316997
"cg24389359","chr12",111284228
"cg26047066","chr1",221069136
"cg20371266","chr2",233390781
"cg24716416","chr4",188736112
"cg04707519","chr10",21799314
"cg10199168","chr16",68014338
"cg17937182","chr19",10579634
"cg17806162","chr1",2472133
"cg21918786","chr6",109611834
"cg01431340","chr6",110680085
"cg26185500","chr8",38371413
"cg14573817","chr12",107348689
"cg20581874","chr14",21191754
"cg01267165","chr16",11681599
"cg01344644","chr13",112986978
"cg14830045","chr1",1173264
"cg06618097","chr19",46999444
"cg24688803","chr12",105478590
"cg19460817","chr11",47575278
"cg15484406","chr14",94461913
"cg18730174","chr11",122073211
"cg08277369","chr16",84538885
"cg03995300","chr17",5019989
"cg21747160","chr12",49504981
"cg20110349","chr6",28183414
"cg23229568","chr2",234663729
"cg17241776","chr13",51417469
"cg03980370","chr6",139117543
"cg15078822","chr7",52341469
"cg00366917","chr18",74845154
"cg00531789","chr6",36927248
"cg05394244","chr6",64281439
"cg05702280","chr9",34988294
"cg09870137","chr22",46320026
"cg23690302","chr4",190276895
"cg22981993","chr2",202484029
"cg20366110","chr8",124720897
"cg26112457","chr2",21267334
"cg03665132","chr1",2137325
"cg02376887","chr12",29542219
"cg25054390","chr14",91720372
"cg09957942","chr13",20968936
"cg01745789","chr7",127911866
"cg22369879","chr3",137228636
"cg08289525","chr15",92939006
"cg25315503","chr21",45247038
"cg11051752","chr6",158375814
"cg21217093","chr9",81871809
"cg08241939","chr1",204700816
"cg26968378","chr6",28447087
"cg12277789","chr10",125033770
"cg27149931","chr19",1319206
"cg20237610","chr6",129203887
"cg03812309","chr1",46938281
"cg04306069","chr5",98175255
"cg26180255","chr22",46856996
"cg13205937","chr11",61449737
"cg06698332","chr1",151967449
"cg01359962","chr3",43148002
"cg04995311","chr19",57630446
"cg01692379","chr6",30044259
"cg15704304","chr12",68881427
"cg03553576","chr5",191296
"cg21325715","chr17",80297128
"cg05131382","chr3",138661281
"cg00381541","chr17",40192279
"cg08121925","chr3",180588041
"cg20703671","chr17",1396001
"cg18048071","chr7",158830035
"cg21809624","chr17",63569403
"cg17329202","chr13",113807930
"cg24864576","chr18",74499573
"cg03760518","chr1",3634903
"cg10949576","chr11",61248556
"cg01298758","chr11",11862611
"cg13388466","chr17",14201744
"cg19562969","chr20",35233582
"cg27056132","chr1",227748003
"cg12585943","chr6",32121368
"cg07405121","chr16",2083168
"cg13355424","chr1",157165134
"cg18981477","chr20",6747166
"cg15393702","chr18",21243529
"cg19567193","chr15",65066231
"cg09943102","chr7",73157788
"cg11941920","chr6",79339195
"cg21875655","chr6",10660286
"cg27384918","chr16",87590624
"cg10128806","chr4",78977322
"cg02914827","chr10",127462707
"cg09318162","chr6",32847842
"cg14278345","chr22",50451054
"cg26254345","chr10",2971684
"cg19743522","chr12",113495566
"cg22258315","chr8",48675723
"cg17674604","chr8",22084959
"cg05196187","chr10",72677504
"cg14830003","chr1",38022657
"cg15571882","chr1",95285252
"cg21350413","chr6",26577414
"cg23989110","chr1",27683139
"cg14578009","chr5",180597642
"cg17076485","chr11",116580712
"cg01571001","chr3",128215433
"cg03129014","chr13",20736156
"cg14006677","chr11",111808394
"cg00499707","chr20",34679665
"cg21656205","chr20",43439688
"cg20957370","chr5",153338888
"cg00571021","chr7",150707313
"cg05308504","chr16",30573013
"cg18105725","chr6",160554003
"cg21700511","chr20",3713032
"cg00697095","chr17",37897076
"cg08133641","chr19",55888082
"cg13692134","chr5",74350132
"cg19473656","chr14",23623663
"cg20371401","chr6",31895493
"cg15033653","chr12",113587581
"cg07670516","chr17",5019840
"cg20972453","chr13",20805460
"cg18648917","chr3",23713773
"cg22535729","chr8",55533955
"cg19214331","chr20",35169260
"cg11755201","chr1",7551851
"cg00990380","chr6",28601477
"cg00270259","chr8",22018172
"cg12921411","chr5",150004918
"cg04268624","chr5",43037285
"cg13501538","chr6",1616430
"cg04820679","chr6",33132163
"cg04017102","chr5",111405936
"cg00730441","chr17",59483863
"cg06159896","chr12",95840443
"cg00085416","chr8",74660265
"cg16246169","chr3",181412965
"cg23081026","chr1",29452103
"cg13607218","chr2",71118823
"cg19825600","chr2",3704501
"cg07912161","chr6",36929838
"cg19797049","chr7",102985504
"cg23831927","chr13",20989645
"cg06761424","chrX",118284952
"cg18221580","chr13",48575897
"cg11194708","chr6",163570521
"cg11204974","chr14",71022665
"cg08787968","chr11",32451777
"cg12384004","chr13",26586254
"cg02359712","chr5",77280597
"cg13540341","chr19",49222985
"cg00080125","chr17",59490613
"cg09514174","chr1",36916681
"cg10145449","chr8",145101671
"cg04757350","chr10",71529128
"cg19820919","chr1",9380800
"cg08933517","chr14",104436057
"cg03104309","chr19",51052080
"cg25789721","chr3",10370264
"cg25965498","chr3",11746491
"cg26629730","chr22",43599560
"cg16484042","chr16",14403405
"cg00937742","chr2",133429299
"cg16148593","chr8",22085417
"cg13587180","chr4",42403248
"cg07477928","chr9",113343166
"cg17184245","chr1",21996585
"cg00942918","chr6",26020421
"cg01451808","chr8",49676562
"cg12085698","chr11",13983784
"cg08703522","chr17",44898785
"cg12800962","chr20",48626437
"cg05180451","chr6",27185764
"cg23234622","chr2",11621543
"cg03143118","chr6",42893093
"cg04753078","chr6",32063619
"cg04001333","chr14",76045348
"cg12696328","chr1",227729680
"cg00548822","chr11",66079194
"cg09970023","chr14",61191253
"cg07850154","chr5",63461232
"cg18022883","chr4",54972054
"cg08756033","chr13",31480128
"cg10729496","chr3",10149963
"cg16533838","chr11",46256065
"cg04428163","chr20",1294021
"cg23079808","chr12",6493003
"cg18628483","chr12",57943326
"cg06692785","chr1",180882681
"cg12837463","chr7",35300228
"cg16699148","chr1",59043255
"cg19551055","chr11",134601111
"cg13073224","chr12",117131523
"cg01682285","chr14",81422160
"cg07229001","chr15",70897224
"cg11955878","chr4",165898967
"cg18990042","chr12",48399169
"cg01077274","chr1",225865487
"cg02276974","chr15",78634235
"cg18810310","chr14",103691834
"cg10851010","chr17",39694253
"cg13903421","chr2",219738714
"cg06556497","chr18",76828521
"cg11421972","chr1",16343756
"cg14352032","chr17",28564834
"cg12720965","chr1",245397981
"cg03379797","chr6",138892911
"cg15102365","chr2",39004656
"cg21380024","chr17",61042803
"cg11197905","chr4",10459435
"cg21516302","chr2",131085498
"cg15249221","chr7",55516436
"cg10207181","chr1",147801090
"cg02055264","chr6",27210913
"cg03666300","chr16",88448381
"cg16105461","chr11",61485853
"cg21561315","chr12",52750200
"cg12322672","chr11",126761638
"cg22108980","chr7",45927824
"cg09971562","chr11",128694679
"cg06061238","chr10",134915859
"cg24789467","chr5",132159003
"cg24324584","chr10",133892464
"cg11245990","chr11",68621969
"cg18143792","chr1",26250290
"cg01927921","chr5",3787906
"cg24161925","chr6",139116947
"cg09511963","chr11",18230625
"cg23579062","chr9",34457500
"cg10130564","chr11",117069849
"cg14651210","chr1",182586153
"cg12594581","chr3",196750426
"cg05965387","chr13",51418053
"cg20475486","chr14",70317075
"cg07882059","chr11",68924751
"cg20935489","chr8",105379985
"cg03726858","chr17",75243679
"cg06353830","chr1",38687850
"cg25500028","chr3",187336889
"cg16359657","chr1",41119931
"cg17278401","chr5",66462662
"cg13459217","chr1",205326437
"cg12843033","chr21",45706043
"cg15173741","chr8",41654618
"cg02540026","chr2",69532619
"cg25529304","chr5",43034529
"cg09953287","chr10",130009413
"cg12404281","chr1",165414806
"cg08721802","chr4",184642917
"cg17735531","chr19",611349
"cg24983120","chr18",74499380
"cg12758090","chr15",80543408
"cg07038187","chr15",89922989
"cg11024728","chr7",1425807
"cg18936052","chr1",28051702
"cg02555807","chr15",40615100
"cg25507767","chr7",138483143
"cg02747254","chr16",29938183
"cg12523932","chr4",39448653
"cg05106191","chr2",114036685
"cg21242079","chr15",79101063
"cg04188937","chr5",3101614
"cg23136738","chr11",925521
"cg11630226","chr8",143781816
"cg16212279","chr11",1370329
"cg11152463","chr1",41350406
"cg20121927","chr6",166399065
"cg18947360","chr1",11112976
"cg01411366","chr3",112012867
"cg22341310","chr19",48048583
"cg12656497","chr21",43099292
"cg23139982","chr4",4763259
"cg01055562","chr1",230777685
"cg03475293","chr6",7051303
"cg18337938","chr1",46932891
"cg20531550","chr7",128550902
"cg09361493","chr2",231715028
"cg26344606","chr8",21976510
"cg13072940","chr3",49967521
"cg22618405","chr2",86038802
"cg18972998","chr1",55266296
"cg23849826","chr15",39872186
"cg05038469","chr14",104686119
"cg14150727","chr1",202182417
"cg27511413","chr17",7082724
"cg26143452","chr14",55907385
"cg00474218","chr15",67143904
"cg18059464","chr10",134915277
"cg19299755","chr11",116706051
"cg03353445","chr12",13043502
"cg18246298","chr11",111154934
"cg06860721","chr10",51564909
"cg24160421","chr8",48675771
"cg24724587","chr1",86044103
"cg19135273","chr8",142461336
"cg27274604","chr10",98924236
"cg08578641","chr9",34457440
"cg21903646","chr6",28447115
"cg02960125","chr1",182025752
"cg07291889","chr8",11471712
"cg01422467","chr4",103998289
"cg19478105","chr10",98946943
"cg20115910","chr12",49934906
"cg06017490","chr7",25893245
"cg25633271","chr17",36732171
"cg26921881","chr17",1819914
"cg08284496","chr17",37894027
"cg19696491","chr15",78857124
"cg05730092","chr14",101036470
"cg18227471","chr8",41505411
"cg10978034","chr6",33129988
"cg25556008","chr19",2525384
"cg04467589","chr6",30044105
"cg26102082","chr17",47590272
"cg19518672","chr5",132113620
"cg25771683","chr12",5538415
"cg02873391","chr11",130470658
"cg01730666","chr17",41924302
"cg16743289","chr1",174968144
"cg13360823","chr19",54496353
"cg09981929","chr10",82296072
"cg00026362","chr6",43858741
"cg17247293","chr6",168197921
"cg12091331","chr8",42065314
"cg20752312","chr19",6372363
"cg17156432","chr15",63261197
"cg15280358","chr10",127904472
"cg26428830","chr11",45728183
"cg21620139","chr6",31691535
"cg09386265","chr19",1313642
"cg24194775","chr9",35791475
"cg23666491","chr6",25218680
"cg03662049","chr2",164204829
"cg25096368","chr12",54150616
"cg11651446","chr1",24446746
"cg10001845","chr13",20751945
"cg19257464","chr2",131009324
"cg11410859","chr3",38687164
"cg13506559","chr9",139026313
"cg20003638","chr20",44687730
"cg13305336","chr1",229366001
"cg08144358","chr7",156889781
"cg13308964","chr17",69029659
"cg06222397","chr16",86953019
"cg23651356","chr6",153452954
"cg19811683","chr17",16587128
"cg17351974","chr5",40835760
"cg17792806","chrX",102585107
"cg13536265","chr14",24836539
"cg13246592","chr17",3600461
"cg08052120","chr19",52409580
"cg25309888","chr2",27988724
"cg13790268","chr14",100125548
"cg00919055","chr5",149546946
"cg00141308","chr22",44725065
"cg14525458","chr19",48896100
"cg05357695","chr14",23623480
"cg04463638","chr22",19512712
"cg18685071","chr7",129143261
"cg25336198","chr11",2182618
"cg08906015","chr19",47157825
"cg24694501","chr2",16154177
"cg15681462","chr19",55880286
"cg03159409","chr12",124779144
"cg08632420","chr16",19117471
"cg16708623","chr4",154125208
"cg00435063","chr7",157454207
"cg00259472","chr5",159625590
"cg14473643","chr6",33282885
"cg09928766","chr19",51815373
"cg04737087","chr2",71205052
"cg03908908","chr11",76849564
"cg10591174","chr12",111358446
"cg17884383","chr19",45848320
"cg05372495","chr19",1063624
"cg11193342","chr12",116872185
"cg14554415","chr15",69222988
"cg05751839","chr4",7228268
"cg21012874","chr10",88718393
"cg13026730","chr3",71804139
"cg26214742","chr5",134735914
"cg11787508","chr13",26761337
"cg10012623","chr14",65441407
"cg14565100","chr10",46992053
"cg05871254","chr17",14213225
"cg00521464","chr17",72872308
"cg22392793","chr2",99554416
"cg23562538","chr8",144798877
"cg07570257","chr6",33132181
"cg08739828","chr18",33768144
"cg23337866","chr4",170696369
"cg13779349","chrX",111327476
"cg23028178","chr1",236229267
"cg04231050","chr3",133191297
"cg14652095","chr6",26018185
"cg25293806","chr19",55889387
"cg13245431","chr22",30476525
"cg12499872","chr16",58019893
"cg26787020","chr1",174968089
"cg04499083","chr1",151168668
"cg06662140","chr1",18809297
"cg22674497","chr17",72916000
"cg00516481","chr21",44073202
"cg22921760","chr14",22005368
"cg21843594","chr22",30476285
"cg26544377","chr7",54955929
"cg17624536","chr6",106440910
"cg03632245","chr5",72590921
"cg14182974","chr9",4791918
"cg19515035","chr2",74669516
"cg07594531","chr1",35225326
"cg02269643","chr14",70701025
"cg05382501","chr4",185936107
"cg07033202","chr3",46853631
"cg17437419","chr15",95400067
"cg02853553","chr7",44258054
"cg25480418","chr2",88583785
"cg09487101","chr19",1287428
"cg03237218","chr17",33760527
"cg06061081","chr11",77299960
"cg19871173","chr1",229997842
"cg22179564","chr5",74199422
"cg12317414","chr10",75407991
"cg21147203","chr5",134529659
"cg27401562","chrX",40064922
"cg02853387","chr11",117484904
"cg07518714","chr6",32064945
"cg12226028","chr15",76484473
"cg19522930","chr11",133837711
"cg05654765","chr3",49170727
"cg20248204","chr13",77461279
"cg13436378","chr2",71832543
"cg17517709","chr10",18999145
"cg17108141","chr1",86044230
"cg17665699","chr17",19771612
"cg01189038","chr3",183994516
"cg05290737","chr12",123215151
"cg18626035","chr4",103998293
"cg21139046","chr3",14339700
"cg07141002","chr22",38201690
"cg11898431","chr6",159331893
"cg27395066","chr17",43221220
"cg03225580","chr5",38256147
"cg11953516","chr2",27719501
"cg15463284","chr11",18477534
"cg18162670","chr14",103686567
"cg19097322","chr6",123100553
"cg16014085","chr16",30406122
"cg03871754","chr17",79320652
"cg21870551","chr11",116661043
"cg08425070","chr7",75864319
"cg03610228","chr10",21799395
"cg16489360","chr7",129845574
"cg15280185","chr10",103500442
"cg14338779","chr7",157405010
"cg27319263","chr11",64483118
"cg11405475","chr1",203830200
"cg16591659","chr17",78472290
"cg11323506","chr5",80529135
"cg21100167","chr21",47295375
"cg02400942","chr15",76006125
"cg10366786","chr4",53578129
"cg01794156","chr11",397077
"cg20391126","chr7",127831430
"cg15254238","chr10",70321874
"cg03078169","chr19",35629791
"cg04595372","chr6",49681233
"cg02668773","chr17",56356963
"cg21581504","chr2",68545960
"cg06318402","chr1",244894363
"cg15572235","chr7",5183992
"cg13017345","chr10",111966029
"cg10194870","chr19",54598545
"cg10091408","chr17",35183637
"cg04087740","chr3",71804142
"cg09938664","chr11",119662882
"cg09452027","chr11",45825483
"cg03379552","chr10",99734662
"cg06941635","chr5",132113776
"cg03811829","chr1",949449
"cg03575765","chr14",103551944
"cg26112661","chr1",53704558
"cg25821245","chr3",46608056
"cg03287299","chr20",5485245
"cg19808847","chr8",49836230
"cg26051413","chr11",2292902
"cg03272408","chr17",46103607
"cg27217253","chr17",8648562
"cg09613495","chr6",42145851
"cg11976052","chr19",51411839
"cg03921696","chr3",156848137
"cg20392764","chr11",2293117
"cg18290190","chr17",171257
"cg17484472","chr16",49499189
"cg25972714","chr10",88024569
"cg04369651","chr2",1821101
"cg01618988","chr20",61635995
"cg13581527","chr7",1708566
"cg13504318","chr19",17932100
"cg00754947","chr7",50861967
"cg18001869","chr22",39966711
"cg17093267","chr10",111683654
"cg16301924","chr13",53314226
"cg19022717","chr1",156894534
"cg23691894","chr10",111765904
"cg05940452","chr11",118842484
"cg25417766","chr19",52191468
"cg13941021","chr12",111181439
"cg09084256","chr22",32555286
"cg00031973","chr7",47783848
"cg24018756","chr11",300286
"cg21376136","chr2",152830572
"cg02574464","chr16",57940653
"cg03841312","chr22",46508486
"cg19001789","chr13",111464554
"cg13448197","chr10",43846281
"cg22700880","chr13",28372843
"cg24235633","chr16",29875177
"cg18774154","chr2",126504079
"cg13868361","chr1",89357908
"cg05210804","chr6",33282896
"cg01807131","chr7",73856280
"cg17062938","chr7",154706880
"cg08746853","chr12",14924953
"cg03647927","chr17",36584240
"cg20903160","chr6",139117274
"cg26060667","chr1",247681242
"cg18509185","chr6",107932497
"cg25818214","chr3",64211155
"cg23526676","chr6",31734458
"cg04197086","chr13",112626876
"cg10883038","chr1",115211984
"cg15679892","chr7",1267057
"cg08133584","chr16",609679
"cg06531916","chr12",121106640
"cg04777352","chr8",20208197
"cg17802633","chr2",68871468
"cg10601230","chr6",163289702
"cg05692746","chr2",100937584
"cg15799267","chr17",7942406
"cg07827796","chr19",33622959
"cg01093878","chr2",131512663
"cg24382070","chr8",22013694
"cg10683615","chr7",30790683
"cg14259717","chr11",18433732
"cg01089602","chr13",113760101
"cg27305303","chr2",26781231
"cg22261895","chr12",14720100
"cg11500727","chr19",42894425
"cg06080250","chr4",1042018
"cg18208742","chr17",42992872
"cg27310219","chr7",81240445
"cg05313129","chr8",58192883
"cg07963854","chr12",131202255
"cg27053299","chr13",100548780
"cg19249231","chr1",236304341
"cg16419906","chr5",132167176
"cg09214412","chr15",93614970
"cg09755872","chr7",23245557
"cg27008631","chr19",49176342
"cg05866854","chr2",171784945
"cg14508358","chr9",6716417
"cg25458010","chr12",132862110
"cg20703003","chr10",115860280
"cg00152942","chr16",57125755
"cg25940248","chr4",39448464
"cg20793420","chr22",38861635
